region,hemi,network,region_x,SA,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MOR,NET,NMDA,VAChT
17Networks_LH_TempPar_1,LH,TempPar1,17Networks_LH_TempPar_1,296.0,29.87998168229512,0.5756241864314915,60.90629495578081,2.462764332178656,0.6223515866488207,4.856475700666652,10.541345870490593,1.3184880044564768,20.35171794778676,-0.20269453100136395,29.878065936970263,902.8289391856464,20.06498712621892,4.577749843312024,1.494607208097211,19.984689628467056,0.0691902831371522,7.476742975671181,0.059258603652745045
17Networks_RH_VisCent_ExStr_1,RH,VisCentExStr,17Networks_RH_VisCent_ExStr_1,72.63636363636364,30.20871759205047,-0.5135444881968696,48.99339673395773,1.8689584099072158,0.35809395930878124,4.45484023105639,9.353951880657466,1.257218760684738,14.870246216438344,0.18014082945028287,28.901510206986334,782.7964495697438,15.574359978777938,3.3988467563896205,-0.5555574761373075,11.24474806234164,-0.009311497866072006,6.5710003111908515,-0.1813631561261312
17Networks_RH_VisCent_ExStr_2,RH,VisCentExStr,17Networks_RH_VisCent_ExStr_2,72.63636363636364,30.20871759205047,-0.5135444881968696,48.99339673395773,1.8689584099072158,0.35809395930878124,4.45484023105639,9.353951880657466,1.257218760684738,14.870246216438344,0.18014082945028287,28.901510206986334,782.7964495697438,15.574359978777938,3.3988467563896205,-0.5555574761373075,11.24474806234164,-0.009311497866072006,6.5710003111908515,-0.1813631561261312
17Networks_RH_VisCent_ExStr_3,RH,VisCentExStr,17Networks_RH_VisCent_ExStr_3,72.63636363636364,30.20871759205047,-0.5135444881968696,48.99339673395773,1.8689584099072158,0.35809395930878124,4.45484023105639,9.353951880657466,1.257218760684738,14.870246216438344,0.18014082945028287,28.901510206986334,782.7964495697438,15.574359978777938,3.3988467563896205,-0.5555574761373075,11.24474806234164,-0.009311497866072006,6.5710003111908515,-0.1813631561261312
17Networks_RH_VisPeri_StriCal_1,RH,VisPeriStriCal,17Networks_RH_VisPeri_StriCal_1,27.5,18.382816772838858,1.801974231348679,56.11860437716215,1.771338945358624,0.4168369497189063,5.205789037498502,9.301778593883764,1.1354972029068384,13.140874630703138,-0.6749327782895035,27.990079590641813,902.3758482540404,15.126953403139854,4.315456826336168,-0.4516018354240695,3.6055887380839646,0.02834843889797398,6.635500144434958,-0.1601062098237108
17Networks_RH_VisPeri_ExStrInf_1,RH,VisPeriExStrInf,17Networks_RH_VisPeri_ExStrInf_1,55.2,21.75313262507176,-0.37267690528195774,44.94853045636802,1.6877843798074015,0.273437534181775,4.879065806419385,8.690778348591476,1.145645092407881,11.908049013171427,-0.7779607080620113,27.479081255797546,750.8835858395354,14.879944397790482,3.3511739198067163,-0.9717343357819923,7.208858946798014,-0.04904541873869502,6.11203641843946,-0.2259689901204593
17Networks_RH_VisPeri_ExStrSup_1,RH,VisPeriExStrSup,17Networks_RH_VisPeri_ExStrSup_1,46.25,16.672734127781325,0.17779261663921517,51.777192425818576,1.8158458905968038,0.2243872020313621,5.067499909794161,8.444114682986704,1.1585542045673602,9.79700102904395,-0.9278068256102162,26.112003569983276,772.377533364632,13.889177399963048,3.6856780234438746,-0.8573001497050058,5.217845311240138,-0.03232823019118022,5.693731196387564,-0.251165528999162
17Networks_RH_SomMotA_1,RH,SomMotA1,17Networks_RH_SomMotA_1,90.0,24.732047507695953,0.041548234276370895,58.49407331910852,1.9980594637255145,0.4700174538230055,7.151329071554418,9.693378343064992,1.1464488788631135,15.549850738578243,-0.6593762038461316,30.24148639678955,901.6184283822915,16.554027218505837,3.9047196456144646,0.3751851294072472,7.279258077704952,0.021102809789784783,7.130345060944719,-0.0986213832555882
17Networks_RH_SomMotA_2,RH,SomMotA2,17Networks_RH_SomMotA_2,26.0,23.881870016904376,0.987881211211867,50.21050731141364,1.7547285774445012,0.5421536939501134,5.592001617054644,9.469310125295262,1.1581829988366688,14.863958152808603,-0.5259808959417003,26.83077797991164,864.7046178093883,16.017698561381444,4.449240836300506,0.333577278565852,2.9345575164331765,0.062054629505699566,7.12305217255454,-0.16202929693126744
17Networks_RH_SomMotA_3,RH,SomMotA3,17Networks_RH_SomMotA_3,61.0,21.36331156435793,0.8130140518074538,52.33764833555331,2.013161670993751,0.33890749814989607,4.352534259174606,9.657592075745415,1.2068998799897568,9.01289118439186,-0.3938054853820305,25.90027591794036,692.724761152014,14.07187817750078,4.055241807580729,-0.6513448235850992,5.009052411830255,0.032655049979007145,6.08416304780038,-0.21706026932951905
17Networks_RH_SomMotA_4,RH,SomMotA4,17Networks_RH_SomMotA_4,57.0,26.881012102187405,0.526026669930504,57.9289832909902,2.4291597432087335,0.35957628866640734,3.995086088776589,10.08257122925548,1.2918316542431991,10.249506980331928,-0.07029154629420598,26.486613768565505,739.9592785547097,15.422420614314843,4.1271290579521365,0.0055188455358028575,14.483513508442764,0.028921772082395783,6.450457234233506,-0.20775670118356648
17Networks_RH_SomMotB_Aud_1,RH,SomMotBAud,17Networks_RH_SomMotB_Aud_1,160.16666666666666,24.87442342644938,0.10348019751377147,48.647052298077135,2.0271422369383045,0.2880434087552636,4.071595730825698,9.648441069447454,1.334658348337818,10.287179655281458,-0.4580385461983701,26.10599292409599,649.8970247852611,18.52977486658961,3.9761807469761608,-0.038454071832262994,19.744431235791705,0.11897183446404265,5.57829792659716,0.002433758559278812
17Networks_RH_SomMotB_S2_1,RH,SomMotBS2,17Networks_RH_SomMotB_S2_1,127.4375,22.321456619750716,0.20505221205229282,42.42811317120188,1.6655146867175372,0.2678728505644512,4.664595505981436,10.048733287608473,1.2495090389137173,11.7583530538466,-0.7107753853662361,26.79862967701383,672.1740838177286,17.223118410958513,3.357951378631487,-0.4403121058860488,17.306919008852855,0.12309734993738447,6.1399546222239865,0.16827008024726503
17Networks_RH_SomMotB_S2_2,RH,SomMotBS2,17Networks_RH_SomMotB_S2_2,127.4375,22.321456619750716,0.20505221205229282,42.42811317120188,1.6655146867175372,0.2678728505644512,4.664595505981436,10.048733287608473,1.2495090389137173,11.7583530538466,-0.7107753853662361,26.79862967701383,672.1740838177286,17.223118410958513,3.357951378631487,-0.4403121058860488,17.306919008852855,0.12309734993738447,6.1399546222239865,0.16827008024726503
17Networks_RH_SomMotB_Cent_1,RH,SomMotBCent,17Networks_RH_SomMotB_Cent_1,88.33333333333333,19.308960658975405,-0.5973282637829914,39.59719847689302,1.61087372992705,0.2634915160390235,3.7069484484245048,9.663983963401948,1.190803575041298,8.635223721088016,-0.8893932552775862,23.355147646007506,616.5348002624936,15.919327164427763,3.219544721340266,-1.340493760394167,12.65417189733718,0.10478678677405673,5.76387434011054,-0.07041868282228982
17Networks_RH_DorsAttnA_TempOcc_1,RH,DorsAttnATempOcc,17Networks_RH_DorsAttnA_TempOcc_1,184.66666666666666,20.063770635236338,-0.25377865931610355,41.81903124656379,1.4885621954922836,0.2919047312028515,4.417009354624932,10.08812273878735,1.2088039801551653,9.459670051199534,-0.9281351347290513,25.114387290762412,636.8702180171913,17.78527685140358,3.1158871334105687,-1.0772432010002664,15.139391326463013,0.1436026600669256,6.254800818544545,0.1960793553324854
17Networks_RH_DorsAttnA_ParOcc_1,RH,DorsAttnAParOcc,17Networks_RH_DorsAttnA_ParOcc_1,145.66666666666666,19.207514973691968,-0.5263846254363193,32.319848850503796,1.227957625737083,0.2690765450495203,4.336362110447098,9.969593302630665,1.154321029211185,7.556493777380083,-1.0973612131842954,23.031508608125847,628.0028556142298,15.667020530715748,2.8764621960116714,-1.4332940822385323,9.755701762072247,0.1790641055242653,5.990944412458563,0.21911485537786235
17Networks_RH_DorsAttnA_SPL_1,RH,DorsAttnASPL,17Networks_RH_DorsAttnA_SPL_1,118.75,23.117957754585134,-0.72876578657938,42.88871303478751,1.7102935415932674,0.30676595735224566,3.9978738256478916,9.662291264673051,1.222840011130961,8.802841987291522,-0.45603559892986845,21.946169377925994,630.5784854143434,17.043575495265458,3.420932427851739,-1.1085376258037598,16.152694701899264,0.10794620428758862,5.665463972961497,-0.06904749200875934
17Networks_RH_DorsAttnB_PostC_1,RH,DorsAttnBPostC,17Networks_RH_DorsAttnB_PostC_1,145.375,24.90753122383699,-0.1755070291617675,52.81740014225822,2.226312657864218,0.30959369347017296,3.397779718640657,9.577619921874476,1.2513550405822351,11.458921003128758,-0.3051759248208904,25.416740537562156,700.3373434178261,14.914567927200297,3.710959714532027,-0.2786020551371978,18.668671157250273,0.009055004436827815,5.805563382188863,-0.24021081043064926
17Networks_RH_DorsAttnB_PostC_2,RH,DorsAttnBPostC,17Networks_RH_DorsAttnB_PostC_2,145.375,24.90753122383699,-0.1755070291617675,52.81740014225822,2.226312657864218,0.30959369347017296,3.397779718640657,9.577619921874476,1.2513550405822351,11.458921003128758,-0.3051759248208904,25.416740537562156,700.3373434178261,14.914567927200297,3.710959714532027,-0.2786020551371978,18.668671157250273,0.009055004436827815,5.805563382188863,-0.24021081043064926
17Networks_RH_DorsAttnB_FEF_1,RH,DorsAttnBFEF,17Networks_RH_DorsAttnB_FEF_1,172.5,24.052567671589298,-0.38923795597378547,46.949276362048316,1.9951534189251798,0.35740109196061526,3.1978706903280667,9.9932093612827,1.2087649761326693,11.151972999817978,-0.3493563810859013,24.94283649835089,709.972947282005,14.910647644183513,3.5919221942199786,-0.576896677912255,17.315343800321386,0.025094237086743954,6.193821319443756,-0.21738286143756916
17Networks_RH_SalVentAttnA_ParOper_1,RH,SalVentAttnAParOper,17Networks_RH_SalVentAttnA_ParOper_1,212.0,24.61447000604913,-0.6501941155741796,48.40845125193587,2.0417542853887465,0.38814120958709286,3.1100100430036144,9.722970724596108,1.2522184383982318,9.527961157623674,-0.38851960240993416,22.370944363876475,669.4006924648271,16.138391599712403,3.84448132698949,-0.26451695454608387,17.697567321959294,0.018917527988315058,5.787173179073959,-0.19306571534192585
17Networks_RH_SalVentAttnA_Ins_1,RH,SalVentAttnAIns,17Networks_RH_SalVentAttnA_Ins_1,270.375,24.267822450525657,0.08037417950331067,50.064900057490654,1.840330448614567,0.32047312833623876,3.3253093151368684,10.374566157752053,1.2261595983105626,11.298753870160072,-0.7329537039155468,24.71876253266362,679.3982640353266,17.405218910021333,3.274444469021302,-0.7380151491744595,22.666801820939686,0.030552460057685377,5.986737895499601,-0.11026292305006169
17Networks_RH_SalVentAttnA_ParMed_1,RH,SalVentAttnAParMed,17Networks_RH_SalVentAttnA_ParMed_1,123.875,29.992751328693736,0.6417199443572703,56.85757382385,2.4424983485713314,0.328425976041401,3.9020887109975835,9.555010563718595,1.3474609794703998,13.686196933927715,-0.12550888220972053,26.581794648057343,724.1609911646806,17.59941135825806,3.951515644530006,0.7345807372611464,25.78379906079242,0.05612960555560719,5.893963816993543,-0.008757025889887516
17Networks_RH_SalVentAttnA_FrMed_1,RH,SalVentAttnAFrMed,17Networks_RH_SalVentAttnA_FrMed_1,203.375,42.24514397888369,0.08644967372076867,47.54998974268942,2.347458545060893,0.351254937659583,6.2001774162194,9.028869010522115,1.4276184086760013,16.997640692961827,1.0599625623824038,31.040834814305136,684.0500804040184,20.050875323010786,4.089293201573181,0.7419051950583825,28.90628974414877,0.0220339306615614,6.2070189773244495,0.1447879348312195
17Networks_RH_SalVentAttnB_IPL_1,RH,SalVentAttnBIPL,17Networks_RH_SalVentAttnB_IPL_1,310.0,44.57979537807112,-0.3722930234240125,45.55573816202125,2.3630801138221,0.5066518955444396,9.584508252792618,10.017972978683895,1.4380701357599472,25.399334539736927,3.0305713955775393,39.97048436678373,760.7841875286714,25.540922584385044,4.742525147857517,0.9648011464803059,31.870193821445216,0.06861306742790073,7.069290667648393,1.0309425183896463
17Networks_RH_SalVentAttnB_PFCl_1,RH,SalVentAttnBPFCl,17Networks_RH_SalVentAttnB_PFCl_1,342.6666666666667,37.83039433330026,0.9091557733721535,57.9815684965102,2.2785864664422193,0.5422399719888508,5.856094561952895,10.895334900219694,1.4114040654005409,17.92025456685094,1.0076394547766583,34.717499261498,843.2900416984693,22.40091078779507,4.196352061749855,1.5811460993542366,31.117596308104947,0.07523557780594471,7.316714973543543,0.4069184037206865
17Networks_RH_SalVentAttnB_PFCmp_1,RH,SalVentAttnBPFCmp,17Networks_RH_SalVentAttnB_PFCmp_1,318.75,29.68628478493771,0.6665313978630539,54.179436192280704,2.1684042188056925,0.3781252676856014,6.208353407449731,10.914587578658551,1.3717414188522192,16.59314483640918,-0.04480528816086933,30.265303462035355,812.6871361065664,23.641187754386163,3.493250616590525,0.8534550952005158,34.091209607084075,0.0983282013549383,6.670825404073808,0.5262077149598027
17Networks_RH_LimbicB_OFC_1,RH,LimbicBOFC,17Networks_RH_LimbicB_OFC_1,299.0833333333333,25.327730966646694,-0.12920918466510053,51.197780269330686,1.9708519067964332,0.37972000142646434,4.443766648698955,10.427220886869359,1.2727594634838735,12.756226561262396,-0.5317856405895102,25.393331085991274,695.1774234601522,19.504706991289993,3.5974033728955934,-0.04721784824196144,24.087989031766444,0.0630448812675825,6.329136100540789,0.08456156880640536
17Networks_RH_LimbicA_TempPole_1,RH,LimbicATempPole,17Networks_RH_LimbicA_TempPole_1,275.4166666666667,34.12203323099413,0.026679720539606447,55.218750519339984,2.183185337500969,0.30715341416042924,5.134631001690527,9.9060828209418,1.3815279386965793,19.734146557406053,0.5371559323033211,29.861940518795322,668.0157082487322,20.040303327551513,3.8420192923520227,0.12730146669717565,32.14296795516636,-0.06049186568286943,6.729527511384902,0.12156362264458503
17Networks_RH_ContA_IPS_1,RH,ContAIPS,17Networks_RH_ContA_IPS_1,211.75,48.4892849480948,-1.6181714281753052,47.931501516060564,2.3267870633998577,0.35704560960150517,6.016749288061418,8.330989059980684,1.3702918240829498,15.498108628368843,2.2292174527991473,29.795125796214357,523.2207718415659,14.5070032008756,4.033688864446852,-0.31809621290464024,26.996823043257294,-0.11813335707603581,6.762415075485325,-0.20051671329099935
17Networks_RH_ContA_PFCl_1,RH,ContAPFCl,17Networks_RH_ContA_PFCl_1,287.5,33.07494560028307,-0.7819253514803202,49.6923890113949,2.3448800071723563,0.22119554686032367,3.8071623446018727,8.671131998037533,1.3080550806469569,11.629428474428027,0.08435868597283074,26.1839690420559,606.4586868779264,14.995879324732815,3.546455881598349,-0.6240366513888553,20.24215088778661,-0.0713581273615124,5.323318190219733,-0.22379925114878335
17Networks_RH_ContA_PFCl_2,RH,ContAPFCl,17Networks_RH_ContA_PFCl_2,287.5,33.07494560028307,-0.7819253514803202,49.6923890113949,2.3448800071723563,0.22119554686032367,3.8071623446018727,8.671131998037533,1.3080550806469569,11.629428474428027,0.08435868597283074,26.1839690420559,606.4586868779264,14.995879324732815,3.546455881598349,-0.6240366513888553,20.24215088778661,-0.0713581273615124,5.323318190219733,-0.22379925114878335
17Networks_RH_ContB_Temp_1,RH,ContBTemp,17Networks_RH_ContB_Temp_1,398.5,30.540385948750824,0.385502205874469,59.90214373480384,2.3725369360237956,0.4722016911542227,2.983951734863557,10.648305413818932,1.3079358248393103,14.662605959594273,0.22097340638315768,24.811982223830796,758.536161378077,16.9039327699219,4.235914888178966,0.2626764207853473,23.030344291161512,0.050393823287062156,6.705620528520043,-0.18921550396246978
17Networks_RH_ContB_IPL_1,RH,ContBIPL,17Networks_RH_ContB_IPL_1,321.375,36.17185791688667,0.35629911369951667,58.22687372468272,2.4473235894015835,0.42939209751020885,4.558094674490135,10.206588109147742,1.3835611571686934,16.768709674499597,1.2651932926874598,29.015363344652414,743.8108738767661,18.575423105777336,4.185579015463396,0.40133075444620575,28.638072725259846,0.03128612413472205,6.542097398268487,-0.03789629104726304
17Networks_RH_ContB_PFCld_1,RH,ContBPFCld,17Networks_RH_ContB_PFCld_1,344.25,30.88996478190102,1.374267275002774,58.41232968777835,2.250620049840353,0.3300308851834005,4.079719190806445,10.727961818392869,1.4209914439935631,15.100846509018549,-0.23174053364181318,25.812711031891695,741.3638647682061,18.64157392729191,4.279460348242976,0.31176708809468845,28.73805416635268,0.014381540925182908,5.889060486345734,-0.07124665724113236
17Networks_RH_ContB_PFClv_1,RH,ContBPFClv,17Networks_RH_ContB_PFClv_1,339.375,29.839771519014562,1.176722415236081,55.04452961126414,2.065553401496092,0.37215339737496467,3.979914993691217,10.698290813795166,1.333502194030888,13.763874180454323,-0.5481051619358417,26.840206206053438,736.2308270305957,18.31395099865443,3.8982598387688663,0.26520638264102075,26.17648514183931,0.023020550562297924,5.99685357852184,-0.09997543269706682
17Networks_RH_ContC_Cingp_1,RH,ContCCingp,17Networks_RH_ContC_Cingp_1,119.5,27.28481361750886,0.3405979946551022,53.43409049298211,2.220272821501573,0.5507620700728106,4.018411887235373,10.462592589134442,1.254283243320565,14.402601688846225,-0.23737741110455624,26.284176505727785,802.1541032553753,17.422073412874074,4.199453959922723,0.8752565591308891,16.463826183012134,0.05565025892830838,7.095115656842342,-0.09092751654684933
17Networks_RH_ContC_pCun_1,RH,ContCpCun,17Networks_RH_ContC_pCun_1,185.4,26.7071336079449,0.6793791651395371,55.26753718112176,1.95736197269833,0.29467916273687067,3.1754091882685445,10.174070953170375,1.2823630563131279,11.337762052991522,-0.8723470815859725,24.253444286244395,666.8575574897972,17.425829638382705,3.5978348515148424,-0.30796861649371643,26.115320226714697,-0.03362898522115917,5.588977177880568,-0.18565612448081706
17Networks_RH_DefaultA_IPL_1,RH,DefaultAIPL,17Networks_RH_DefaultA_IPL_1,342.5,26.44639096510778,-0.19546553732182326,45.77187962963201,1.9541220437406364,0.31998967725363947,5.894217591960944,10.317571388400765,1.3249398692817747,16.27189393319361,-0.20131952874393766,30.97191210739132,792.6702522099193,20.33056117675779,3.0313719630816416,0.22735064212525635,30.029573097441386,0.038475871561698766,6.430810583714209,0.23613674631582204
17Networks_RH_DefaultA_PFCd_1,RH,DefaultAPFCd,17Networks_RH_DefaultA_PFCd_1,370.0,30.21508134345369,0.6083773216827143,57.90026636573638,2.3235842721562454,0.4685310489544746,3.8170807401955233,10.410438863618545,1.2995547516231376,14.524411295933092,0.19149925346102098,27.02576598117226,772.0954235735289,18.602042162133234,3.823415005121911,0.8371784391525502,27.370537264942982,0.03421606562351543,6.740409886901146,0.021407696970340274
17Networks_RH_DefaultA_pCunPCC_1,RH,DefaultApCunPCC,17Networks_RH_DefaultA_pCunPCC_1,265.0,33.04335046948064,0.22313766445640087,56.71249845230638,2.5817695459583674,0.3850548264347745,3.8778683276231876,9.58591760572374,1.3568864132314697,15.05045400079781,0.7055419040911983,27.196906149604796,726.6591622601219,16.352422084463328,4.11355561421802,0.652745776553009,25.194005471563155,0.005657548903973247,6.358031804362536,-0.1404072801317677
17Networks_RH_DefaultA_PFCm_1,RH,DefaultAPFCm,17Networks_RH_DefaultA_PFCm_1,345.6666666666667,40.03026495365295,-0.3678911980300987,59.895773116684126,2.6613785732044777,0.4424262483547163,4.7329143998544465,9.583832897323974,1.3620713742016495,17.197353309686168,1.6035391355702278,29.381118322047204,714.3489591618214,16.506837464232934,4.155550872514487,0.6424424582554672,25.752092961596997,0.017195097266138562,6.811907014151849,-0.005256417636521242
17Networks_RH_DefaultB_PFCd_1,RH,DefaultBPFCd,17Networks_RH_DefaultB_PFCd_1,370.3,32.796138346530654,0.4326636414258195,54.35764470024744,2.168270292948818,0.4213825323597756,4.793890116576328,10.350145178466041,1.4099123854761728,16.999720138279077,0.04154805694012024,28.126769240322695,755.1908740744199,21.823832349241535,3.967612960526987,0.6301216977518077,29.229065267903035,0.013312450183749939,6.2267633378227645,0.0018967931057785714
17Networks_RH_DefaultB_PFCv_1,RH,DefaultBPFCv,17Networks_RH_DefaultB_PFCv_1,340.3333333333333,30.54731944617501,0.04111169738960178,48.11538154580396,2.0388194851182275,0.308899983310645,4.901706131617597,9.727425682446789,1.359274261703505,14.307746711327502,-0.39901044287759874,27.13292726848734,722.1530583523391,20.053054469622115,3.286250634007809,-0.06052920436378728,27.30584490770383,-0.039745073130508096,5.557735122790349,0.027304653072767377
17Networks_RH_DefaultB_PFCv_2,RH,DefaultBPFCv,17Networks_RH_DefaultB_PFCv_2,340.3333333333333,30.54731944617501,0.04111169738960178,48.11538154580396,2.0388194851182275,0.308899983310645,4.901706131617597,9.727425682446789,1.359274261703505,14.307746711327502,-0.39901044287759874,27.13292726848734,722.1530583523391,20.053054469622115,3.286250634007809,-0.06052920436378728,27.30584490770383,-0.039745073130508096,5.557735122790349,0.027304653072767377
17Networks_RH_DefaultC_Rsp_1,RH,DefaultCRsp,17Networks_RH_DefaultC_Rsp_1,171.0,31.252698442598877,0.9408642179602382,57.09226391451709,2.0244945739752054,0.471589952266744,3.2058470938050885,10.697804698919832,1.341173062831726,13.816516797390443,-0.24373330427395154,25.409514383482197,732.4782572796537,20.500237297605175,3.783428324216052,0.3834856908004177,30.07785669177936,-0.008295764632705562,6.581022498236473,-0.0891670772578042
17Networks_RH_DefaultC_PHC_1,RH,DefaultCPHC,17Networks_RH_DefaultC_PHC_1,188.0,25.829329017323175,0.09640900946761188,56.5364414186296,1.9979247091171781,0.2891378342226497,2.952438187460457,9.944421669351572,1.2647402404949484,10.695698853277804,-0.7969520966658405,22.42712819041038,654.8827730058531,17.961046621288364,3.4068033061558265,-0.5320846433860931,27.540000287671596,-0.10264910240745947,5.554677649002537,-0.3116306838635796
17Networks_RH_TempPar_1,RH,TempPar1,17Networks_RH_TempPar_1,297.0,23.6138097197116,0.08780241993929935,56.37168172434974,1.9829356758946193,0.36796268173610613,3.1587994309412943,10.399159209925996,1.2647284642070227,9.044944091583602,-0.6042655816308227,20.097623454199898,658.2511130361387,19.70604896604663,3.474507641666385,-0.7557734803359591,25.92406604614182,-0.053515518096609205,5.80270170902437,-0.25287637836932075
17Networks_RH_TempPar_2,RH,TempPar2,17Networks_RH_TempPar_2,334.0,22.44007908580348,-1.300629942547146,49.77511992025627,2.118142726332352,0.3214072102580301,5.534676523610888,9.222135950108747,1.125815288473763,18.753136483946484,-0.9827440947564846,29.900803485159148,793.8102187009958,15.138613708228611,3.045292385677388,0.010883260193963675,14.100390500241055,-0.07226747541908547,7.212214881914445,-0.1539093112192016
17Networks_RH_TempPar_3,RH,TempPar3,17Networks_RH_TempPar_3,215.0,18.104851498471792,-2.438669818119513,39.85220470973424,1.441851302725928,0.13721874530841535,3.925098857879639,8.578353603505878,1.0028438029835403,13.945792329056227,-1.655179662309078,29.94724067052205,685.1464608938584,11.53729343099216,1.7912189095293372,-2.257056892165988,8.625833743038433,-0.15213159329795364,6.076644069161691,-0.08637620855493283
